NearRank,RouteName,StartTime,EndTime,StartTimeUTC,EndTimeUTC,Total_Miles,Total_Minutes,To_ID,From_ID,RouteLayerItemID,RouteLayerItemURL,From_GEO_ID,From_STATE,From_COUNTY,From_TRACT,From_BLKGRP,From_Name,From_LSAD,From_CENSUSAREA,From_Shape__Area,From_Shape__Length,From_ORIG_FID,To_geoid,To_hos_address,To_hos_coordinates
2,3 - Location 1,2020-07-29 03:31:53,2020-07-29 03:50:12,2020-07-29 10:31:53,2020-07-29 10:50:12,14.04430234,18.31190677,1,81,,,1500000US060250117003,6,25,11700,3,3,BG,0.20999999,,,81,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,2 - Location 2,2020-07-29 03:31:53,2020-07-29 03:34:57,2020-07-29 10:31:53,2020-07-29 10:34:57.000001,1.41176077,3.061628,2,82,,,1500000US060250118012,6,25,11801,2,2,BG,1.03799999,,,82,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,2 - Location 1,2020-07-29 03:31:53,2020-07-29 03:48:57,2020-07-29 10:31:53,2020-07-29 10:48:57,14.15310866,17.05914076,1,82,,,1500000US060250118012,6,25,11801,2,2,BG,1.03799999,,,82,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,1 - Location 2,2020-07-29 03:31:53,2020-07-29 03:34:42,2020-07-29 10:31:53,2020-07-29 10:34:42,1.00298861,2.81102755,2,83,,,1500000US060250118021,6,25,11802,1,1,BG,0.12800001,,,83,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,1 - Location 1,2020-07-29 03:31:53,2020-07-29 03:48:46,2020-07-29 10:31:53,2020-07-29 10:48:46,12.95990577,16.87670426,1,83,,,1500000US060250118021,6,25,11802,1,1,BG,0.12800001,,,83,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,2 - Location 2,2020-07-29 03:31:53,2020-07-29 03:33:39,2020-07-29 10:31:53,2020-07-29 10:33:39.000001,0.74328008,1.76976551,2,84,,,1500000US060250118022,6,25,11802,2,2,BG,0.119,,,84,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,2 - Location 1,2020-07-29 03:31:53,2020-07-29 03:49:47,2020-07-29 10:31:53,2020-07-29 10:49:47.000001,13.82423596,17.9005431,1,84,,,1500000US060250118022,6,25,11802,2,2,BG,0.119,,,84,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,4 - Location 2,2020-07-29 03:31:53,2020-07-29 03:32:58,2020-07-29 10:31:53,2020-07-29 10:32:58,0.44994825,1.0806761,2,85,,,1500000US060250118024,6,25,11802,4,4,BG,0.147,,,85,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,4 - Location 1,2020-07-29 03:31:53,2020-07-29 03:49:06.000001,2020-07-29 10:31:53,2020-07-29 10:49:06,13.53090414,17.21145368,1,85,,,1500000US060250118024,6,25,11802,4,4,BG,0.147,,,85,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,1 - Location 2,2020-07-29 03:31:53,2020-07-29 03:35:48,2020-07-29 10:31:53,2020-07-29 10:35:48.000001,2.06248622,3.90944366,2,86,,,1500000US060250118031,6,25,11803,1,1,BG,4.8119998,,,86,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,1 - Location 1,2020-07-29 03:31:53,2020-07-29 03:52:13,2020-07-29 10:31:53,2020-07-29 10:52:13,15.26568774,20.33146102,1,86,,,1500000US060250118031,6,25,11803,1,1,BG,4.8119998,,,86,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,1 - Location 2,2020-07-29 03:31:53,2020-07-29 03:42:04,2020-07-29 10:31:53,2020-07-29 10:42:04,7.15664342,10.18835949,2,87,,,1500000US060250119001,6,25,11900,1,1,BG,43.16199875,,,87,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,1 - Location 1,2020-07-29 03:31:53,2020-07-29 03:57:19,2020-07-29 10:31:53,2020-07-29 10:57:19.000001,21.34728115,25.43927694,1,87,,,1500000US060250119001,6,25,11900,1,1,BG,43.16199875,,,87,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,2 - Location 2,2020-07-29 03:31:53,2020-07-29 03:50:00,2020-07-29 10:31:53,2020-07-29 10:50:00,17.32239843,18.11038362,2,88,,,1500000US060250119002,6,25,11900,2,2,BG,31.23399925,,,88,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,2 - Location 1,2020-07-29 03:31:53,2020-07-29 04:03:43,2020-07-29 10:31:53,2020-07-29 11:03:43,30.03982498,31.83750538,1,88,,,1500000US060250119002,6,25,11900,2,2,BG,31.23399925,,,88,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,3 - Location 2,2020-07-29 03:31:53,2020-07-29 03:44:10.000001,2020-07-29 10:31:53,2020-07-29 10:44:10,11.18127339,12.28267752,2,89,,,1500000US060250119003,6,25,11900,3,3,BG,12.4289999,,,89,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,3 - Location 1,2020-07-29 03:31:53,2020-07-29 03:57:45.000001,2020-07-29 10:31:53,2020-07-29 10:57:45,24.13682552,25.86918617,1,89,,,1500000US060250119003,6,25,11900,3,3,BG,12.4289999,,,89,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,1 - Location 2,2020-07-29 03:31:53,2020-07-29 03:47:24,2020-07-29 10:31:53,2020-07-29 10:47:24,13.03451134,15.51327634,2,90,,,1500000US060250120021,6,25,12002,1,1,BG,1.36800003,,,90,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,1 - Location 1,2020-07-29 03:31:53,2020-07-29 04:00:36,2020-07-29 10:31:53,2020-07-29 11:00:36,25.6420412,28.7220474,1,90,,,1500000US060250120021,6,25,12002,1,1,BG,1.36800003,,,90,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,2 - Location 2,2020-07-29 03:31:53,2020-07-29 03:46:20,2020-07-29 10:31:53,2020-07-29 10:46:20.000001,11.99895633,14.44483925,2,91,,,1500000US060250120022,6,25,12002,2,2,BG,0.52600002,,,91,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,2 - Location 1,2020-07-29 03:31:53,2020-07-29 03:59:32,2020-07-29 10:31:53,2020-07-29 10:59:32,24.6064862,27.65361032,1,91,,,1500000US060250120022,6,25,12002,2,2,BG,0.52600002,,,91,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,1 - Location 2,2020-07-29 03:31:53,2020-07-29 03:44:20,2020-07-29 10:31:53,2020-07-29 10:44:20,11.39190337,12.44692112,2,92,,,1500000US060250121001,6,25,12100,1,1,BG,0.146,,,92,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,1 - Location 1,2020-07-29 03:31:53,2020-07-29 03:57:32,2020-07-29 10:31:53,2020-07-29 10:57:32,23.99943324,25.65569219,1,92,,,1500000US060250121001,6,25,12100,1,1,BG,0.146,,,92,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,3 - Location 2,2020-07-29 03:31:53,2020-07-29 03:46:30.000001,2020-07-29 10:31:53,2020-07-29 10:46:30,12.12164286,14.6116186,2,93,,,1500000US060250121003,6,25,12100,3,3,BG,0.25999999,,,93,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,3 - Location 1,2020-07-29 03:31:53,2020-07-29 03:59:42,2020-07-29 10:31:53,2020-07-29 10:59:42,24.72917272,27.82038967,1,93,,,1500000US060250121003,6,25,12100,3,3,BG,0.25999999,,,93,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,1 - Location 2,2020-07-29 03:31:53,2020-07-29 03:39:12,2020-07-29 10:31:53,2020-07-29 10:39:12,6.81985019,7.32039814,2,94,,,1500000US060250113001,6,25,11300,1,1,BG,42.16699982,,,94,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,1 - Location 1,2020-07-29 03:31:53,2020-07-29 03:51:37,2020-07-29 10:31:53,2020-07-29 10:51:37,18.34481315,19.72731079,1,94,,,1500000US060250113001,6,25,11300,1,1,BG,42.16699982,,,94,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,1 - Location 2,2020-07-29 03:31:53,2020-07-29 03:34:32.000001,2020-07-29 10:31:53,2020-07-29 10:34:32,1.34857258,2.641506,2,95,,,1500000US060250112021,6,25,11202,1,1,BG,0.24699999,,,95,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,1 - Location 1,2020-07-29 03:31:53,2020-07-29 03:46:34,2020-07-29 10:31:53,2020-07-29 10:46:34,12.36183645,14.68817735,1,95,,,1500000US060250112021,6,25,11202,1,1,BG,0.24699999,,,95,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
1,2 - Location 2,2020-07-29 03:31:53,2020-07-29 03:36:02,2020-07-29 10:31:53,2020-07-29 10:36:02,2.09089507,4.14292068,2,96,,,1500000US060250112022,6,25,11202,2,2,BG,0.25999999,,,96,6025011700.0,"1415 Ross Ave, El Centro, CA 92243",X:  -115.56864 Y: 32.781487
2,2 - Location 1,2020-07-29 03:31:53,2020-07-29 03:45:51,2020-07-29 10:31:53,2020-07-29 10:45:51,11.63243695,13.96942643,1,96,,,1500000US060250112022,6,25,11202,2,2,BG,0.25999999,,,96,6025010600.0,"207 W Legion Rd, Brawley, CA 92227",X:  -115.55422 Y: 32.959953
